Property,R2,RMSE,MAE
bulk_modulus_vrh,0.912656956485195,19.775082863540486,12.634781943398936
shear_modulus_vrh,0.8208711115037336,14.251055245163133,9.659608530411896
thermal_conductivity_clarke,0.8861747382454075,0.12407891625009576,0.08825063726461975
thermal_conductivity_cahill,0.9019532217368375,0.12620119527200085,0.0894984121662767
debye_temperature,0.8528790534288664,51.71092322149661,37.610711631401585
homogeneous_poisson,0.4578793018628994,0.04361293596640301,0.03297285456668448
